generation_idx	max_steps	mean_steps	max_apples	mean_apples	max_score	mean_score
706	11200	1065.768	69	8.66	1.9524719261050016E31	8.264539870858972E28
707	12200	1771.852	66	13.12	3.991574939864696E30	2.6016330838789227E28
708	14000	1563.802	69	10.488	1.6197717036242883E33	3.638205908215711E30
709	13400	2213.536	71	17.108	1.775391388109154E32	1.5965949673946557E30
710	13400	2093.79	68	13.85	1.775391388109154E32	4.123839543301556E29
711	13600	1773.988	68	12.978	3.712157844854171E32	8.128709432814674E29
712	13400	1997.354	66	14.762	1.775391388109154E32	8.450626377393198E29
713	14000	1644.852	69	13.34	1.6197717036242883E33	3.630344717905266E30
714	14000	1700.288	70	12.994	1.6197717036242883E33	6.984091726696591E30
715	14200	1767.344	70	13.246	3.380373820500715E33	2.0308504003634175E31
716	13800	1583.556	72	12.406	7.756699454605121E32	4.312601439756485E30
717	14000	1487.362	69	11.154	1.6197717036242883E33	3.2455254416477955E30
718	13200	1016.276	70	6.394	8.485384214744322E31	3.26097253618773E29
719	12200	960.368	69	6.562	2.875159931256896E31	6.398470266141484E28
720	10200	1252.804	68	8.108	1.2708777375360056E31	4.545134218366583E28
721	12400	1300.33	72	9.226	2.0386301454712784E32	5.05763329191634E29
722	11400	1371.24	72	9.658	2.6014990469295617E32	5.716840867948037E29
723	13200	1312.53	72	9.834	2.9148116425968994E32	7.674268634578763E29
724	11600	1393.884	74	10.346	1.1127647803917402E33	2.3980509818289162E30
725	12000	1387.772	70	11.008	1.020143440005501E32	2.5004366886179993E29
726	13800	1490.962	72	12.264	7.756699454605121E32	2.6007307986107674E30
727	11400	1432.198	72	10.322	3.1185205865751987E32	7.363770907711944E29
728	14400	1169.656	71	8.438	7.050455379992517E33	1.4123650262966655E31
729	11400	1379.542	73	9.408	5.9813823734992595E32	1.5664304266314472E30
730	13600	1670.372	73	11.954	6.504642590090261E32	3.6748013216904664E30
731	14400	1764.452	73	11.35	7.050455379992517E33	2.348882377386075E31
732	12600	1614.47	72	10.814	3.278575230163104E32	7.372151409830401E29
733	13600	1905.958	69	12.354	3.712157844854171E32	7.915140508747818E29
734	14200	1548.134	73	11.152	3.380373820500715E33	8.293142461006834E30
735	10800	1638.114	71	11.59	1.422289137518415E32	3.505859913915833E29
736	13600	1671.784	67	12.214	3.712157844854171E32	7.44930401318365E29
737	9600	1231.882	72	8.99	3.233315813414005E32	6.466641893520543E29
738	10800	1192.938	67	7.85	7.438757185803212E30	2.2224998142931464E28
739	12400	1397.778	61	8.898	4.39637562159905E30	9.743877717723948E27
740	12400	1832.256	69	11.582	2.6543302572680244E31	1.248490191204454E29
741	11400	1861.742	68	10.982	1.4998666176070049E31	3.6714527027838115E28
742	13200	2261.35	70	15.428	8.485384214744322E31	6.392851443190208E29
743	12200	1758.592	71	12.476	1.761878596148579E32	6.2048918459759054E29
744	12800	1821.314	69	14.318	4.146268017300161E31	1.495561420728369E29
745	14200	2195.886	72	15.94	3.380373820500715E33	9.042177959337952E30
746	14200	2047.858	70	16.392	3.380373820500715E33	1.7850434382394496E31
747	13800	1926.308	71	16.524	7.756699454605121E32	4.618478229675266E30
748	14000	1611.76	71	15.34	1.6197717036242883E33	8.088689892819325E30
749	14200	1445.896	70	12.41	3.380373820500715E33	1.1379737010018595E31
750	13200	1560.934	70	16.086	9.744621402456426E31	7.561707949474883E29
751	13800	1585.554	69	14.752	7.756699454605121E32	3.2899161506481354E30
752	11200	1463.334	71	11.198	1.9529556096043602E32	4.5267073485547564E29
753	13400	1718.046	68	14.502	1.775391388109154E32	4.045583795452111E29
754	13800	1665.636	71	13.976	7.756699454605121E32	2.8739861124827655E30
755	14200	1716.986	72	15.478	3.380373820500715E33	1.4254277049801446E31
756	13400	1974.1	70	15.488	1.775391388109154E32	8.645998275105611E29
757	13000	1707.09	70	14.556	8.828238835265727E31	3.1117253534208533E29
758	13000	1597.888	68	13.32	4.0527496729939885E31	1.2604520913361182E29
759	13000	1251.704	64	10.312	4.0527496729939885E31	8.787548429916934E28
760	11800	1793.666	63	11.8	4.7357173138929925E29	3.114139334765387E27
761	14200	1502.084	70	9.09	3.380373820500715E33	6.84227204482089E30
762	12200	1670.394	64	12.776	2.093530208297334E30	8.122009879194903E27
763	12000	1511.332	71	11.74	1.1998932940856039E32	2.5819315133803154E29
764	10000	1119.704	58	10.646	5.858013329056869E27	3.0179837340731765E25
765	11200	1045.194	72	9.272	3.43907112525275E32	6.882415077382411E29
766	12400	1258.074	64	10.75	4.39637562159905E30	1.0676197725416055E28
767	13000	1267.354	64	10.666	4.0527496729939885E31	8.297855606996245E28
768	8600	772.522	53	6.668	1.1644719697076132E26	2.912526837167834E23
769	11400	1101.556	71	10.034	8.845196838548316E31	1.837851959797423E29
770	10400	1286.186	71	11.244	1.801086245069028E32	3.700933552655684E29
771	10000	966.672	65	8.57	1.6800386336288706E30	5.280654227517271E27
772	10200	899.078	65	8.306	1.9007663208381486E30	3.831756795321873E27
773	9200	822.53	62	8.056	1.702912885488324E29	3.508088089335889E26
774	13400	903.716	66	9.056	1.775391388109154E32	3.5512791593063485E29
775	13200	1097.022	65	10.3	8.485384214744322E31	1.7857312547637393E29
776	13000	1386.078	69	14.374	4.0527496729939885E31	2.3181820795110538E29
777	13400	1402.012	66	13.168	1.775391388109154E32	3.773309411068269E29
778	12800	1633.444	66	11.584	1.9342813113834067E31	4.919183812399216E28
779	13200	1049.9	67	6.662	8.485384214744322E31	1.9115777487353775E29
780	9600	1140.934	62	7.01	1.3382813073724948E29	2.6857442201211083E26
781	11000	1324.832	66	10.544	3.585100246579674E30	8.252908937795896E27
782	10400	1436.832	67	9.892	7.869706827352881E30	1.5926848159566822E28
783	13400	1227.718	69	8.758	1.775391388109154E32	4.0163915589854276E29
784	11000	1142.668	69	9.496	2.749496542193892E31	7.455720417994582E28
785	12400	1183.126	68	9.136	1.1205861296208051E31	3.1265708385781875E28
786	10000	961.08	64	7.66	7.167460569448265E29	1.5121837522387258E27
787	9800	829.832	55	5.792	7.162700246002276E26	2.0555445952327778E24
788	8600	908.474	70	7.018	4.992684645985038E31	1.0450317747015727E29
789	7000	724.586	55	5.226	7.468368521720642E26	1.5401969207287333E24
790	8400	801.13	69	4.918	2.828181130575069E31	5.656362561541848E28
791	13200	986.756	65	6.072	8.485384214744322E31	2.5097957795538248E29
792	12400	781.282	61	5.93	4.39637562159905E30	8.792818630952546E27
793	10200	882.434	54	6.238	1.1948139883406473E27	3.930062519982836E24
794	5600	610.238	53	4.128	1.4397075186219138E26	2.8829898125214077E23
795	4600	448.004	57	3.756	2.5242106905738006E27	5.447622934657291E24
796	10600	606.664	54	4.538	5.363859213792299E27	1.1440459710486379E25
797	11200	731.036	60	4.256	5.061786573825901E28	1.62138554099379E26
798	9000	776.942	46	4.91	1.2824703626379264E25	2.7291923558512967E22
799	11200	840.46	59	5.544	5.061786573825901E28	1.3804186022367956E26
800	10600	741.022	52	4.234	5.363859213792299E27	1.0988741863066742E25
801	10800	756.332	53	4.476	1.1346476987588285E28	2.316509019513729E25
802	10400	1045.098	55	6.316	2.532968545621243E27	6.983332039285562E24
803	11200	985.82	67	6.578	6.965850575383323E30	1.4090251404959692E28
804	11600	955.308	57	6.844	2.2494882060685113E29	4.534070442924592E26
805	11600	946.376	63	7.41	3.148707100054849E29	1.624067792708246E27
806	13200	1074.366	65	7.292	8.485384214744322E31	2.5078286771120765E29
807	10800	1053.22	70	9.358	6.265706155119169E31	2.460660315825865E29
808	13000	1050.29	70	10.13	5.975203356972257E31	3.848300197001407E29
809	13400	1099.516	68	9.738	1.775391388109154E32	3.901707176030728E29
810	11000	1203.664	70	8.06	3.3595422668318795E31	8.374217641974834E28
811	13400	1267.14	70	11.338	1.775391388109154E32	6.667416431631556E29
812	10600	1289.568	70	10.238	5.272912079368144E31	1.5608370667824015E29
813	14000	1555.196	70	12.664	1.6197717036242883E33	4.1843621648773516E30
814	12200	1015.022	71	8.05	9.020818412280724E31	4.475688401046381E29
815	13200	1525.208	67	10.452	8.485384214744322E31	1.8502331616959076E29
816	13200	1863.53	70	12.83	8.485384214744322E31	4.894869007218815E29
817	12200	1360.506	70	11.138	5.989753358763746E31	3.0752887562233765E29
818	10400	1486.426	71	12.348	1.1709737191394292E32	7.092494013279145E29
819	13200	1405.39	70	12.326	8.485384214744322E31	5.5842738906090875E29
820	13600	1394.968	71	11.298	3.712157844854171E32	1.1051187311179778E30
821	13400	1322.628	70	10.602	1.775391388109154E32	5.087824634082368E29
822	13600	1667.88	70	12.092	3.712157844854171E32	1.672771117661675E30
823	14000	1595.502	70	11.502	1.6197717036242883E33	3.4867671454100883E30
824	13200	1252.278	70	7.514	8.485384214744322E31	3.413429660030746E29
825	13800	1245.122	73	7.616	7.756699454605121E32	3.0182803327538256E30
826	12800	922.926	71	6.554	1.4397761044280423E32	7.174278586338012E29
827	13200	1161.724	72	8.078	3.8443808811871076E32	1.3514414257848656E30
828	11200	1300.16	71	10.404	1.3802591039814649E32	8.361280115992441E29
829	13200	1169.964	69	8.3	8.485384214744322E31	3.74841047209517E29
830	13400	1086.22	72	7.906	3.2191103945114654E32	2.0423868640553075E30
831	13600	1210.054	70	8.748	3.712157844854171E32	1.0646581525188851E30
832	14000	1221.982	70	8.876	1.6197717036242883E33	3.5883601793944033E30
833	13400	1098.374	71	9.614	1.775391388109154E32	1.6917376574660198E30
834	13200	1155.154	72	9.858	2.8380523524054635E32	1.333367928151857E30
835	13200	1167.038	72	9.052	2.1776623544800787E32	1.7092096266608398E30
836	13600	1414.306	74	9.886	1.3954880366904157E33	5.717834628746107E30
837	12800	1030.91	71	8.088	1.1989217206153302E32	1.1232593053485057E30
838	11600	1114.36	70	8.348	6.200906209759403E31	2.413866713558237E29
839	13400	1168.2	72	8.06	3.526268779652639E32	1.5643853180197065E30
840	13600	1326.006	71	10.338	3.712157844854171E32	3.325220474795792E30
841	14000	1352.422	72	9.262	1.6197717036242883E33	5.163786231695968E30
842	11400	1205.34	72	9.672	2.009135531689154E32	1.4660570826085853E30
843	14000	1094.362	72	8.654	1.6197717036242883E33	4.331533280897973E30
844	12600	1017.3	73	6.206	6.26950154552331E32	3.4468992049549713E30
845	13000	847.218	72	6.51	2.5830826304128654E32	8.753958921419252E29
846	13600	974.186	72	7.298	3.712157844854171E32	3.2996158002482407E30
847	14200	1014.828	70	6.19	3.380373820500715E33	6.965083905985293E30
848	13400	1328.702	72	7.774	3.5312955341062906E32	3.360460242684966E30
849	13200	1233.744	72	7.476	2.3266822125731597E32	9.673523130607904E29
850	14000	918.906	72	6.218	1.6197717036242883E33	5.642101088187351E30
851	13800	910.534	73	5.476	7.756699454605121E32	3.041320589511331E30
852	13400	1150.31	73	7.33	7.672806301510728E32	2.4887943101137383E30
853	14000	1215.482	74	7.638	1.6197717036242883E33	7.896681539717688E30
854	14000	980.448	69	6.018	1.6197717036242883E33	3.284541289464902E30
855	13800	593.32	72	4.448	7.756699454605121E32	2.5622018386937224E30
856	14200	666.494	72	4.582	3.380373820500715E33	8.087505451427668E30
857	13000	642.844	64	4.552	4.0527496729939885E31	9.955351081378922E28
858	8600	604.49	72	5.14	3.309784305047016E32	1.2569479245308358E30
859	14000	711.052	72	4.712	1.6197717036242883E33	4.025189073322548E30
860	10200	488.98	70	4.666	4.831094312050947E31	9.793915779178785E28
861	13600	629.084	67	4.508	3.712157844854171E32	7.446395902143148E29
862	11400	982.976	73	6.624	6.099194128146438E32	1.2202251581166694E30
863	8600	770.462	42	4.034	2.797403871666766E24	5.623849143797246E21
864	8000	710.174	54	5.848	4.471251030193703E26	8.989615464103367E23
865	11600	548.638	57	4.234	2.2494882060685113E29	4.498976415335027E26
866	7400	993.568	36	5.508	2.7846781240868864E22	8.58168807294015E19
867	7800	772.04	48	4.78	4.063840821496928E24	8.548604007309772E21
868	9000	503.384	63	4.06	3.596442292825356E29	7.193185934720204E26
869	11600	820.258	57	5.274	2.2494882060685113E29	4.5028531704809255E26
870	13600	1354.186	70	7.68	3.712157844854171E32	1.0730676509232012E30
871	13400	1178.012	66	7.102	1.775391388109154E32	3.607378623006903E29
872	12600	1295.138	71	8.704	1.3696172149862146E32	8.204963672279766E29
873	10400	1291.454	71	7.862	1.0333260817270486E32	3.97134521752026E29
874	13200	1172.608	71	9.09	9.354287116556756E31	7.146415086693807E29
875	13600	1256.396	72	10.032	3.712157844854171E32	2.770134974230281E30
876	14000	1560.888	72	11.07	1.6197717036242883E33	4.3470335310316053E30
877	13200	1470.604	71	13.288	1.5442638117207656E32	1.7960557103993157E30
878	13800	1446.994	72	12.36	7.756699454605121E32	4.5713134572308535E30
879	13600	1540.092	72	13.452	4.025444038620529E32	5.299895583443927E30
880	14200	1573.832	71	12.47	3.380373820500715E33	1.1291912231247543E31
881	14000	1104.696	71	8.306	1.6197717036242883E33	3.9175080737468017E30
882	13400	1583.376	73	13.19	7.265672725139388E32	4.8315846805588396E30
883	14200	1559.526	72	13.194	3.380373820500715E33	2.3038085675664685E31
884	14000	1508.672	72	11.66	1.6197717036242883E33	5.453981888213282E30
885	14000	1812.544	72	12.856	1.6197717036242883E33	7.532192704391709E30
886	14400	1522.076	72	10.234	7.050455379992517E33	1.8282767653117936E31
887	13000	1487.37	73	10.638	5.162083487039708E32	3.9240841321743624E30
888	13400	1400.752	73	9.718	6.518935012550619E32	4.3767120101024206E30
889	12200	1290.496	70	9.426	7.409404159240793E31	3.0763553910855164E29
890	12000	889.77	71	6.498	1.2752786576974747E32	2.5708949914838708E29
891	13800	1203.83	72	10.018	7.756699454605121E32	3.3642190550568774E30
892	13600	1235.07	71	10.308	3.712157844854171E32	1.886125640888406E30
893	13400	950.628	72	7.872	3.1301078446999447E32	2.407084952848763E30
894	13400	1103.63	73	9.032	5.297920911703021E32	1.8267951859589783E30
895	14400	1105.104	72	9.64	7.050455379992517E33	1.6269593759565278E31
896	13400	1516.42	73	13.302	6.648510088509322E32	6.57449029963671E30
897	14400	1492.672	72	11.956	7.050455379992517E33	2.9518768289992686E31
898	14400	1291.508	74	10.384	7.050455379992517E33	3.5179905234514716E31
899	14200	1116.788	74	9.386	3.380373820500715E33	1.1564205314834217E31
900	13800	1382.646	73	12.012	7.756699454605121E32	6.764793455814995E30
901	14400	1400.606	74	11.144	7.050455379992517E33	2.540387185112649E31
902	14200	1695.692	72	12.944	3.380373820500715E33	1.2417655229668905E31
903	12800	1598.712	72	11.47	3.841720410083469E32	1.5302412338951896E30
904	14200	1585.522	71	10.866	3.380373820500715E33	9.05906812844519E30
905	13600	1513.964	73	13.548	4.7453558129342216E32	3.260941049868672E30
906	13800	1383.744	72	13.76	7.756699454605121E32	3.021020168423556E30
907	12800	1368.55	72	11.104	2.8795522088560847E32	6.361387542183482E29
908	14200	1609.002	73	13.136	3.380373820500715E33	1.8455847504645347E31
909	14400	1570.78	73	13.306	7.050455379992517E33	2.386190717677167E31
910	14400	1544.924	71	12.462	7.050455379992517E33	1.7139621357398497E31
911	14400	1315.288	72	9.878	7.050455379992517E33	2.1696436124418454E31
912	14200	1520.088	74	11.55	3.380373820500715E33	1.2223172746136035E31
913	14200	1722.192	72	11.93	3.380373820500715E33	2.269943247051579E31
914	14000	1578.164	73	12.856	1.6197717036242883E33	7.827530482976155E30
915	12200	1309.776	73	11.236	4.733791181603465E32	3.3104883299457264E30
916	14400	1301.908	74	11.658	7.050455379992517E33	2.3630915129619307E31
917	14400	2517.498	75	20.232	7.050455379992517E33	1.0781635597371508E32
918	14400	2466.996	77	19.092	1.3084436414189002E34	1.3733342236556931E32
919	14400	1986.398	75	16.07	7.050455379992517E33	4.48441806758607E31
920	14200	2089.63	74	17.516	3.380373820500715E33	3.901252318530518E31
921	14400	1960.424	74	14.696	7.050455379992517E33	6.238084245613159E31
922	14200	2109.556	74	18.03	3.380373820500715E33	4.832553394734376E31
923	14000	1779.688	74	13.334	1.826660071506616E33	2.3327744131375047E31
924	14400	1902.352	73	14.074	7.050455379992517E33	4.230541373979497E31
925	14400	1912.684	73	12.742	7.050455379992517E33	3.6680070320639666E31
926	14400	2278.946	74	16.948	7.050455379992517E33	7.072315416980661E31
927	14400	1827.956	73	13.678	7.050455379992517E33	5.993780518071459E31
928	14600	1968.062	74	14.864	1.4696646736532006E34	1.162964641694097E32
929	14400	2023.028	75	14.966	7.050455379992517E33	6.439279706914181E31
930	14400	2132.8	74	15.066	7.050455379992517E33	8.674842743827106E31
931	14400	2075.178	73	17.058	7.050455379992517E33	1.1347778330219239E32
932	14600	2235.284	73	16.82	1.4696646736532006E34	1.1149016635998444E32
933	14400	2118.454	73	15.372	7.050455379992517E33	3.4210308787937127E31
934	14400	1678.992	73	13.784	7.050455379992517E33	2.656048901201045E31
935	14400	2110.398	73	16.202	7.050455379992517E33	4.572681530691866E31
936	14600	1909.98	73	14.836	1.4696646736532006E34	1.261019565459386E32
937	14600	1841.006	74	13.09	1.4696646736532006E34	8.159029104444005E31
938	14600	1935.786	74	13.432	1.4696646736532006E34	6.743801933466413E31
939	14400	2083.836	74	15.954	7.050455379992517E33	8.707829610486661E31
940	14600	2029.808	75	13.358	1.4696646736532006E34	1.2906569252218941E32
941	14600	1681.77	73	12.19	1.4696646736532006E34	7.216105269960356E31
942	14600	2096.998	76	15.244	1.4696646736532006E34	1.2135595338884982E32
943	14600	2083.842	74	14.398	1.4696646736532006E34	1.169210660621289E32
944	14200	1771.448	73	12.868	3.380373820500715E33	1.5324430477535827E31
945	14600	2633.542	73	19.392	1.4696646736532006E34	1.1043744632038354E32
946	14400	2729.17	74	18.928	7.050455379992517E33	9.538525634168769E31
947	14400	2391.816	73	15.956	7.050455379992517E33	7.121125505080257E31
948	14200	1844.438	72	12.506	3.380373820500715E33	1.8446088135303378E31
949	14400	2038.128	71	11.97	7.050455379992517E33	2.2536537805864483E31
950	14600	1975.714	73	13.526	1.4696646736532006E34	1.2248979893357476E32
951	14600	2750.884	74	18.752	1.4696646736532006E34	2.0012040964429448E32
952	14600	2754.854	73	20.05	1.4696646736532006E34	1.08600298570539E32
953	14600	2547.84	74	18.466	1.4696646736532006E34	2.079948092532392E32
954	14600	2311.71	73	16.032	1.4696646736532006E34	1.2259267165472855E32
955	14600	2620.628	73	19.318	1.4696646736532006E34	2.5250777598707623E32
956	14600	2396.026	73	17.062	1.4696646736532006E34	1.216892248212204E32
957	14600	2006.582	73	14.702	1.4696646736532006E34	9.090154722601993E31
958	14600	2272.932	74	15.892	1.4696646736532006E34	2.0415483924463345E32
959	14600	2268.954	73	15.804	1.4696646736532006E34	1.9699634705376912E32
960	14600	2372.186	76	17.094	1.4696646736532006E34	2.020285141308527E32
961	14600	2226.126	75	15.334	1.4696646736532006E34	1.1442724734932942E32
962	14600	2594.728	73	18.26	1.4696646736532006E34	2.6151561018799567E32
963	14600	2473.786	74	17.75	1.4696646736532006E34	1.3585466539625852E32
964	14600	2699.52	74	21.232	1.4696646736532006E34	2.955461614772829E32
965	14600	2524.856	73	19.016	1.4696646736532006E34	1.719106426668022E32
966	14600	2525.08	75	19.204	1.4696646736532006E34	1.0488403432095199E32
967	14600	2604.718	74	19.44	1.4696646736532006E34	2.1906946124503123E32
968	14600	2834.156	74	19.656	1.4696646736532006E34	1.9774996593224137E32
969	14600	3079.568	75	22.172	1.4696646736532006E34	2.7921683350564974E32
970	14600	3048.744	74	20.402	1.4696646736532006E34	2.9491562125262926E32
971	14600	2359.848	73	18.196	1.4696646736532006E34	1.4093248860161338E32
972	14600	2420.514	75	17.986	1.4696646736532006E34	2.4451322247945948E32
973	14600	2736.884	73	19.424	1.4696646736532006E34	2.540321353222214E32
974	14600	2785.962	75	20.718	1.4696646736532006E34	3.855466244557165E32
975	14600	2361.412	75	18.472	1.4696646736532006E34	2.4531853225678364E32
976	14600	2348.822	75	17.634	1.4696646736532006E34	2.2344807065836474E32
977	14600	2640.388	73	20.77	1.4696646736532006E34	3.283441239384086E32
978	14600	2435.964	74	19.546	1.4696646736532006E34	2.1098989514225723E32
979	14600	1931.02	74	15.936	1.4696646736532006E34	1.802525375861884E32
980	14600	2760.696	74	20.038	1.4696646736532006E34	3.5164131373540314E32
981	14600	2232.32	75	17.338	1.4696646736532006E34	1.5170244957846671E32
982	14600	2174.394	73	16.214	1.4696646736532006E34	1.2136096353595789E32
983	14600	1782.424	73	12.99	1.4696646736532006E34	1.171787795301821E32
984	14600	2474.826	73	16.87	1.4696646736532006E34	2.5970296907881196E32
985	14600	2165.794	74	16.272	1.4696646736532006E34	2.4049067372606587E32
986	14600	2133.696	74	15.572	1.4696646736532006E34	1.822377006524609E32
987	14600	2610.22	75	17.686	1.4696646736532006E34	2.545017792638897E32
988	14600	3368.19	74	22.422	1.4696646736532006E34	4.5709922266799035E32
989	14600	2675.73	74	20.552	1.4696646736532006E34	2.970479786346953E32
990	14600	2773.478	74	18.736	1.4696646736532006E34	4.497456191045282E32
991	14600	2799.762	75	20.372	1.4696646736532006E34	3.910260279272612E32
992	14600	2270.204	74	17.482	1.4696646736532006E34	3.761883993635567E32
993	14600	2225.598	76	17.396	1.4696646736532006E34	3.269463735263311E32
994	14600	2935.614	74	22.908	1.4696646736532006E34	4.872567376559266E32
995	14600	2563.284	74	19.95	1.4696646736532006E34	2.9761559565055086E32
996	14600	2648.046	75	19.488	1.4696646736532006E34	3.1255913924846733E32
997	14600	2912.212	74	20.582	1.4696646736532006E34	4.870035115222255E32
998	14600	2862.96	74	21.856	1.4696646736532006E34	3.4046501283778715E32
999	14600	2684.756	76	20.636	1.4696646736532006E34	4.539975296565187E32
1000	14600	2760.054	75	20.692	1.4696646736532006E34	4.5277858633586805E32
1001	14600	2328.624	74	19.208	1.4696646736532006E34	4.194295343514855E32
1002	14600	3129.692	74	22.63	1.4696646736532006E34	6.656740730039277E32
1003	14600	3242.414	74	22.538	1.4696646736532006E34	5.901526163782318E32
1004	14600	2849.966	74	20.888	1.4696646736532006E34	5.5370885720227514E32
1005	14600	3196.566	74	24.234	1.4696646736532006E34	5.244857148751079E32
1006	14600	2666.83	76	21.874	1.4696646736532006E34	4.214289847596615E32
1007	14600	3147.202	75	25.02	1.4696646736532006E34	6.123546254154952E32
1008	14600	3352.692	75	25.034	1.4696646736532006E34	5.955840343499412E32
1009	14600	3199.672	74	25.006	1.4696646736532006E34	3.890471527196021E32
1010	14600	3424.148	75	27.434	1.4696646736532006E34	4.8095656213824265E32
1011	14600	3642.248	77	27.002	1.4696646736532006E34	6.949551265493769E32
1012	14600	3607.14	74	26.3	1.4696646736532006E34	6.119377637911901E32
1013	14600	3685.648	76	25.514	1.4696646736532006E34	8.683616670923423E32
1014	14600	3429.908	74	26.788	1.4696646736532006E34	3.799592321458153E32
1015	14600	3512.224	74	24.49	1.4696646736532006E34	6.712564483585702E32
1016	14600	3230.15	74	24.274	1.4696646736532006E34	4.1669138115695725E32
1017	14600	3121.598	74	21.25	1.4696646736532006E34	5.9548021746062255E32
1018	14600	3232.686	74	22.0	1.4696646736532006E34	6.860349557730339E32
1019	14600	3264.246	74	23.382	1.4696646736532006E34	5.497033726948551E32
1020	14600	3525.482	73	24.234	1.4696646736532006E34	7.198100466358357E32
1021	14600	3068.276	75	23.396	1.4696646736532006E34	3.866048108626587E32
1022	14600	2816.644	75	22.0	1.4696646736532006E34	2.8108638915627814E32
1023	14600	3168.928	76	23.672	1.4696646736532006E34	5.471154971337802E32
1024	14600	3239.488	75	23.532	1.4696646736532006E34	5.550668862701453E32
1025	14600	3196.556	75	24.412	1.4696646736532006E34	6.959978678984972E32
1026	14600	3146.094	74	24.414	1.4696646736532006E34	5.011740157886379E32
1027	14600	3060.52	74	24.134	1.4696646736532006E34	6.4554817401835195E32
1028	14600	3658.082	75	27.826	1.4696646736532006E34	7.443283419966488E32
1029	14600	3159.622	74	24.958	1.4696646736532006E34	5.249520180675243E32
1030	14600	3508.492	75	26.602	1.4696646736532006E34	6.076654655276257E32
1031	14600	3405.344	75	25.314	1.4696646736532006E34	6.0706579367060985E32
1032	14600	2978.876	75	22.87	1.4696646736532006E34	3.4957109972838544E32
1033	14600	3350.068	75	24.66	1.4696646736532006E34	7.428361865021472E32
1034	14600	3291.54	77	24.204	1.4696646736532006E34	5.962110857629677E32
1035	14600	3134.596	75	23.848	1.4696646736532006E34	6.33726420849255E32
1036	14600	3046.792	76	24.428	1.4696646736532006E34	5.766258984547547E32
1037	14600	3298.52	76	23.668	1.4696646736532006E34	7.263440984655724E32
1038	14600	3155.782	74	23.184	1.4696646736532006E34	5.857312198373894E32
1039	14600	2939.144	76	25.19	1.4696646736532006E34	4.573193127686512E32
1040	14600	2878.864	74	23.484	1.4696646736532006E34	5.635485622109689E32
1041	14600	3267.86	74	24.856	1.4696646736532006E34	6.4835917988705896E32
1042	14600	2885.84	75	23.99	1.4696646736532006E34	5.5833363383660636E32
1043	14600	2966.824	77	23.23	1.4696646736532006E34	7.162630078583281E32
1044	14600	3046.142	75	22.656	1.4696646736532006E34	6.347169448622121E32
1045	14600	2969.488	75	22.622	1.4696646736532006E34	7.889227530358174E32
1046	14600	3048.886	75	23.014	1.4696646736532006E34	6.988795242036549E32
1047	14600	2659.182	75	20.182	1.4696646736532006E34	5.645797991173446E32
1048	14600	2863.996	74	20.338	1.4696646736532006E34	6.566016000589351E32
1049	14600	2489.624	75	19.45	1.4696646736532006E34	4.35589849184634E32
1050	14600	3188.84	75	22.006	1.4696646736532006E34	6.78106684406373E32
1051	14600	3227.69	75	22.936	1.4696646736532006E34	4.51746469389835E32
1052	14600	2951.286	75	23.264	1.4696646736532006E34	6.791081169623067E32
1053	14600	2821.096	74	21.128	1.4696646736532006E34	4.2470589240769175E32
1054	14600	2975.922	76	22.826	1.4696646736532006E34	5.039154742801561E32
1055	14600	2684.27	75	21.442	1.4696646736532006E34	4.30975524743095E32
1056	14600	2839.198	76	21.978	1.4696646736532006E34	5.609907346261847E32
1057	14600	2922.87	76	23.164	1.4696646736532006E34	7.11252473074465E32
1058	14600	3346.828	75	24.528	1.4696646736532006E34	6.193679098144147E32
1059	14600	3283.03	75	23.658	1.4696646736532006E34	6.450506875360753E32
1060	14600	3418.294	74	27.136	1.4696646736532006E34	6.44112391049091E32
1061	14600	3477.502	75	26.988	1.4696646736532006E34	6.660518858291409E32
1062	14600	3023.73	75	24.094	1.4696646736532006E34	7.890697715568146E32
1063	14600	3943.168	75	29.884	1.4696646736532006E34	8.443410709248838E32
1064	14600	3572.358	74	27.64	1.4696646736532006E34	6.977041773214632E32
1065	14600	3532.332	76	26.4	1.4696646736532006E34	7.495937239500291E32
1066	14600	3827.874	75	27.812	1.4696646736532006E34	7.786440868119934E32
1067	14600	3635.776	74	27.528	1.4696646736532006E34	8.283749351022703E32
1068	14600	3480.014	74	27.278	1.4696646736532006E34	5.894866158871211E32
1069	14600	3515.558	75	29.588	1.4696646736532006E34	6.036070374842951E32
1070	14600	3725.408	75	31.462	1.4696646736532006E34	6.237412191954799E32
1071	14600	3569.63	75	29.226	1.4696646736532006E34	6.504163139352164E32
1072	14600	3720.082	74	30.278	1.4696646736532006E34	7.405299051683476E32
1073	14600	3573.216	74	28.156	1.4696646736532006E34	6.532947570114334E32
1074	14600	3607.69	74	27.634	1.4696646736532006E34	9.754227716318163E32
1075	14600	3287.78	75	29.784	1.4696646736532006E34	7.210460830982914E32
1076	14600	3488.972	77	26.56	1.4696646736532006E34	7.202517197851878E32
1077	14600	3301.322	74	27.542	1.4696646736532006E34	6.4077220270911884E32
1078	14600	3309.98	75	27.074	1.4696646736532006E34	5.658552991969972E32
1079	14600	3680.532	75	27.55	1.4696646736532006E34	8.295250419410474E32
1080	14600	3386.672	75	25.798	1.4696646736532006E34	7.250863607540308E32
1081	14600	3501.542	75	28.156	1.4696646736532006E34	7.170183744548986E32
